t, phi
12.140182, 2.359145
12.150183, 2.359118
12.160183, 2.359164
12.170183, 2.359279
12.180183, 2.359162
12.190184, 2.359220
12.200184, 2.359094
12.210184, 2.359029
12.220184, 2.359017
12.230185, 2.359161
12.240185, 2.359079
12.250185, 2.359035
12.260185, 2.359017
12.270185, 2.358943
12.280186, 2.359079
12.290186, 2.359147
12.300186, 2.358902
12.310186, 2.358660
12.320187, 2.358797
12.330187, 2.358759
12.340187, 2.358822
12.350187, 2.358981
12.360188, 2.358839
12.370188, 2.358852
12.380188, 2.359249
12.390188, 2.359472
12.400188, 2.359315
12.410189, 2.359390
12.420189, 2.359262
12.430189, 2.359134
12.440189, 2.359227
12.450190, 2.359100
12.460190, 2.358604
12.470190, 2.358502
12.480190, 2.358761
12.490191, 2.358671
12.500191, 2.358733
12.510191, 2.358855
12.520191, 2.358715
12.530191, 2.358695
12.540192, 2.358624
12.550192, 2.358455
12.560192, 2.358164
12.570192, 2.358115
12.580193, 2.358145
12.590193, 2.358035
12.600193, 2.358206
12.610193, 2.358274
12.620193, 2.358225
12.630194, 2.358227
12.640194, 2.358579
12.650194, 2.358818
12.660194, 2.358615
12.670195, 2.358689
12.680195, 2.358680
12.690195, 2.358555
12.700195, 2.358689
