t, phi
7.750082, 0.165568
7.760083, 0.169687
7.770083, 0.173358
7.780083, 0.177311
7.790083, 0.180747
7.800084, 0.184013
7.810084, 0.186697
7.820084, 0.189139
7.830084, 0.191019
7.840085, 0.192882
7.850085, 0.194178
7.860085, 0.195373
7.870085, 0.195954
7.880085, 0.196443
7.890086, 0.196283
7.900086, 0.195862
7.910086, 0.195109
7.920086, 0.194053
7.930087, 0.192209
7.940087, 0.190298
7.950087, 0.187512
7.960087, 0.184587
7.970088, 0.181229
7.980088, 0.177897
7.990088, 0.173527
8.000088, 0.168986
8.010088, 0.164074
8.020088, 0.159150
8.030088, 0.153303
8.040089, 0.147327
8.050089, 0.140880
8.060089, 0.134192
8.070089, 0.127006
8.080090, 0.119701
8.090090, 0.111854
8.100090, 0.103867
8.110090, 0.095404
8.120090, 0.086766
8.130091, 0.077828
8.140091, 0.068742
8.150091, 0.059254
8.160091, 0.049617
8.170092, 0.039747
8.180092, 0.029829
8.190092, 0.019370
8.200092, 0.008937
8.210093, -0.001542
8.220093, -0.011968
8.230093, -0.022819
8.240093, -0.033606
8.250093, -0.044504
8.260094, -0.055265
8.270094, -0.066157
8.280094, -0.077030
8.290094, -0.087961
8.300095, -0.098450
8.310095, -0.108987
8.320095, -0.119299
8.330095, -0.129476
8.340096, -0.139594
8.350096, -0.149525
8.360096, -0.159639
8.370096, -0.168965
8.380096, -0.178524
8.390097, -0.187371
8.400097, -0.196175
8.410097, -0.204456
8.420097, -0.212636
8.430098, -0.220087
8.440098, -0.227365
8.450098, -0.234373
8.460098, -0.241144
8.470098, -0.247046
8.480099, -0.252858
8.490099, -0.257975
8.500099, -0.262760
8.510099, -0.266743
8.520100, -0.270513
8.530100, -0.273472
8.540100, -0.275995
8.550100, -0.277769
8.560101, -0.279412
8.570101, -0.280021
8.580101, -0.280429
8.590101, -0.280092
8.600101, -0.279346
8.610102, -0.277279
8.620102, -0.275268
8.630102, -0.272393
8.640102, -0.269314
8.650103, -0.265050
8.660103, -0.260598
8.670103, -0.255502
8.680103, -0.250081
8.690104, -0.243639
8.700104, -0.237016
8.710104, -0.229602
8.720104, -0.222022
8.730104, -0.213583
8.740105, -0.205119
8.750105, -0.195847
8.760105, -0.186406
8.770105, -0.176162
8.780106, -0.165892
8.790106, -0.155025
8.800106, -0.143925
8.810106, -0.132513
8.820107, -0.121109
8.830107, -0.108908
8.840107, -0.096662
8.850107, -0.084247
8.860107, -0.071782
8.870108, -0.058734
8.880108, -0.045717
8.890108, -0.032754
8.900108, -0.019773
8.910109, -0.006463
8.920109, 0.006824
8.930109, 0.019878
8.940109, 0.032914
8.950109, 0.045997
8.960110, 0.059003
8.970110, 0.071721
8.980110, 0.084385
8.990110, 0.096821
9.000111, 0.109161
9.010111, 0.121064
9.020111, 0.132811
9.030111, 0.143979
9.040112, 0.154995
9.050112, 0.165519
9.060112, 0.175771
9.070112, 0.185292
9.080112, 0.194627
9.090113, 0.203225
9.100113, 0.211743
9.110113, 0.219444
9.120113, 0.226756
9.130114, 0.233202
9.140114, 0.239366
9.150114, 0.244501
9.160114, 0.249340
9.170115, 0.253106
9.180115, 0.256691
9.190115, 0.259230
9.200115, 0.261363
9.210115, 0.262348
9.220116, 0.263191
9.230116, 0.262801
9.240116, 0.262205
9.250116, 0.260669
9.260117, 0.258949
9.270117, 0.255926
9.280117, 0.252548
9.290117, 0.248326
9.300117, 0.243629
9.310118, 0.238220
9.320118, 0.232566
9.330118, 0.225913
9.340118, 0.219190
9.350119, 0.211571
9.360119, 0.203749
9.370119, 0.194978
9.380119, 0.186087
9.390120, 0.176467
9.400120, 0.166606
9.410120, 0.156035
9.420120, 0.145401
9.430120, 0.134209
9.440121, 0.122854
9.450121, 0.111176
9.460121, 0.099214
9.470121, 0.087003
9.480122, 0.074580
9.490122, 0.061606
9.500122, 0.048749
9.510122, 0.035719
9.520123, 0.022765
9.530123, 0.009560
9.540123, -0.003610
9.550123, -0.016692
9.560123, -0.029382
9.570124, -0.042176
9.580124, -0.054753
9.590124, -0.067198
9.600124, -0.079619
9.610125, -0.091773
9.620125, -0.103859
9.630125, -0.115446
9.640125, -0.126932
9.650126, -0.137940
9.660126, -0.148578
9.670126, -0.158813
9.680126, -0.168707
9.690126, -0.178078
9.700127, -0.187059
9.710127, -0.195463
9.720127, -0.203447
9.730127, -0.210740
9.740128, -0.217648
9.750128, -0.223707
9.760128, -0.229588
9.770128, -0.234402
9.780128, -0.239061
9.790129, -0.242668
9.800129, -0.246006
9.810129, -0.248289
9.820129, -0.250299
9.830130, -0.251224
