t, ur
7.810084, -17.826538
7.820084, -18.348877
7.830084, -17.891724
7.840085, -17.393433
7.850085, -21.018311
7.860085, -19.506348
7.870085, -17.515869
7.880085, -19.062866
7.890086, -23.715698
7.900086, -23.220093
7.910086, -23.278809
7.920086, -23.811035
7.930087, -25.916260
7.940087, -25.939697
7.950087, -26.507935
7.960087, -26.524414
7.970088, -26.589111
7.980088, -26.093506
7.990088, -26.662842
8.000088, -26.689209
8.010088, -26.750610
8.020088, -26.262329
8.030088, -26.326660
8.040089, -28.899292
8.050089, -26.407959
8.060089, -25.911377
8.070089, -26.996826
8.080090, -26.506958
8.090090, -26.562866
8.100090, -26.576416
8.110090, -26.121948
8.120090, -27.162720
8.130091, -26.701782
8.140091, -26.707397
8.150091, -27.270264
8.160091, -26.770142
8.170092, -24.772461
8.180092, -24.269043
8.190092, -24.307129
8.200092, -24.832886
8.210093, -24.350830
8.220093, -24.356323
8.230093, -24.384033
8.240093, -22.346191
8.250093, -22.364136
8.260094, -22.369629
8.270094, -22.380859
8.280094, -19.317139
8.290094, -19.321045
8.300095, -19.833984
8.310095, -19.324341
8.320095, -16.767822
8.330095, -16.248779
8.340096, -16.752930
8.350096, -16.738525
8.360096, -16.222778
8.370096, -13.643066
8.380096, -14.145752
8.390097, -11.566162
8.400097, -11.555542
8.410097, -11.519043
8.420097, -9.969849
8.430098, -11.460815
8.440098, -11.956543
8.450098, -7.815430
8.460098, -8.308350
8.470098, -8.260498
8.480099, -8.753906
8.490099, -5.626221
8.500099, -6.120361
8.510099, -6.041260
8.520100, -6.023438
8.530100, -5.950806
8.540100, -5.410400
8.550100, -2.263916
8.560101, -2.755005
8.570101, -3.186035
8.580101, -2.651733
8.590101, -2.057251
8.600101, -2.535645
8.610102, -2.953369
8.620102, -2.916138
8.630102, 0.238159
8.640102, 0.260254
8.650103, -0.157104
8.660103, -0.132568
8.670103, -0.042358
8.680103, -0.009277
8.690104, 0.080078
8.700104, -0.408081
8.710104, 5.308594
8.720104, 5.840454
8.730104, 5.414551
8.740105, 5.436157
8.750105, 5.513062
8.760105, 5.533325
8.770105, 5.622437
8.780106, 5.130615
8.790106, 5.708740
8.800106, 5.734497
8.810106, 6.310791
8.820107, 5.814697
8.830107, 5.357666
8.840107, 5.373169
8.850107, 6.449219
8.860107, 5.954102
8.870108, 5.994019
8.880108, 6.009277
8.890108, 6.552246
8.900108, 6.046997
8.910109, 6.070923
8.920109, 7.099365
8.930109, 6.093018
8.940109, 6.606812
8.950109, 6.100464
8.960110, 6.611938
8.970110, 6.096802
8.980110, 6.605225
8.990110, 6.590576
9.000111, 6.586670
9.010111, 6.054688
9.020111, 6.047852
9.030111, 6.518677
9.040112, 5.998047
9.050112, 6.466064
9.060112, 5.938477
9.070112, 3.842651
9.080112, 3.828247
9.090113, 3.768799
9.100113, 3.241455
9.110113, 6.244019
9.120113, 6.216919
9.130114, 5.629395
9.140114, 6.110962
9.150114, 6.029541
9.160114, 6.007935
9.170115, 5.404175
9.180115, 5.380005
9.190115, 5.286499
9.200115, 5.249023
9.210115, 5.146484
9.220116, 5.619873
9.230116, 5.009155
9.240116, 5.494507
9.250116, 5.388306
9.260117, 5.363037
9.270117, 4.748901
9.280117, 4.709229
9.290117, 5.117065
9.300117, 4.566528
9.310118, 7.530396
9.320118, 6.994385
9.330118, 7.409912
9.340118, 6.875488
9.350119, 6.782837
9.360119, 6.749023
9.370119, 7.172974
9.380119, 7.149780
9.390120, 9.619263
9.400120, 9.077026
9.410120, 10.030640
9.420120, 9.500244
9.430120, 9.430054
9.440121, 8.902100
9.450121, 9.350464
9.460121, 8.816406
9.470121, 11.829590
9.480122, 12.320679
9.490122, 11.255981
9.500122, 11.242920
9.510122, 12.230713
9.520123, 12.220947
9.530123, 11.175781
9.540123, 10.652344
9.550123, 12.168457
9.560123, 11.651001
9.570124, 10.624634
9.580124, 11.135132
9.590124, 12.161499
9.600124, 11.141235
9.610125, 11.665894
9.620125, 11.670166
9.630125, 11.697510
9.640125, 11.707642
9.650126, 11.231445
9.660126, 11.750244
9.670126, 11.286011
9.680126, 11.807983
9.690126, 11.858887
9.700127, 11.872192
9.710127, 11.420166
9.720127, 11.956299
9.730127, 12.023682
9.740128, 12.563721
9.750128, 11.612305
9.760128, 12.144531
9.770128, 12.735229
9.780128, 12.758911
9.790129, 12.332642
9.800129, 11.857178
9.810129, 9.901733
9.820129, 9.926147
9.830130, 9.518555
9.840130, 9.544434
9.850130, 9.639160
9.860130, 9.664185
9.870131, 9.762451
9.880131, 9.786133
9.890131, 9.895996
9.900131, 10.432129
9.910131, 7.461060
9.920132, 8.008545
9.930132, 8.105347
9.940132, 8.129395
9.950132, 8.732788
9.960133, 8.245361
9.970133, 7.820190
9.980133, 8.363281
9.990133, 7.936401
10.000134, 8.477539
10.010134, 8.550171
10.020134, 7.549072
10.030134, 6.087280
10.040134, 5.595337
10.050135, 5.656250
10.060135, 5.680176
10.070135, 5.740356
10.080135, 6.269897
10.090136, 5.805908
10.100136, 5.306641
10.110136, 5.857788
10.120136, 6.379028
10.130136, 5.898193
10.140137, 5.908813
10.150137, 6.442627
10.160137, 5.940308
10.170137, 3.396973
10.180138, 3.401245
10.190138, 3.405273
10.200138, 3.917603
10.210138, 3.404175
10.220139, 2.892456
10.230139, 3.388184
10.240139, 3.382080
10.250139, 3.361572
10.260139, 2.845703
10.270140, 5.882568
10.280140, 6.385864
10.290140, 6.346802
10.300140, 5.828247
10.310141, 6.296997
10.320141, 5.256836
10.330141, 5.715942
10.340141, 6.207886
10.350142, 5.641846
10.360142, 5.626953
10.370142, 6.072876
10.380142, 5.545288
10.390142, 4.966675
10.400143, 4.940308
10.410143, 5.885254
10.420143, 3.813232
10.430143, 5.269775
10.440144, 5.249756
10.450144, 4.658447
10.460144, 5.150269
10.470144, 5.577515
10.480145, 5.555420
10.490145, 4.949585
10.500145, 4.918945
10.510145, 4.829468
10.520145, 5.319092
10.530146, 5.237549
10.540146, 4.705200
10.550146, 4.621094
10.560146, 4.601074
10.570147, 4.526367
10.580147, 4.494873
10.590147, 4.408936
10.600147, 4.903076
10.610147, 4.317383
10.620148, 3.788086
10.630148, 4.745972
10.640148, 4.219116
10.650148, 3.642212
10.660149, 4.130005
10.670149, 4.588379
10.680149, 4.568481
10.690149, 4.004028
10.700150, 4.499756
10.710150, 4.462524
10.720150, 3.938354
10.730150, 4.407715
10.740150, 4.398560
10.750151, 4.361084
10.760151, 3.842773
10.770151, 1.259521
10.780151, 1.765015
10.790152, 1.233765
10.800152, 0.718872
10.810152, 2.240845
10.820152, 1.216675
10.830153, 1.213745
10.840153, 0.703491
10.850153, 2.239868
10.860153, 1.220459
10.870153, 1.740234
10.880154, 1.231812
10.890154, 1.246216
10.900154, 1.761841
10.910154, 1.270752
10.920155, 0.765503
10.930155, 1.303955
10.940155, 1.315186
10.950155, 1.349487
10.960155, -0.170166
10.970156, 0.892944
10.980156, -1.141113
10.990156, -0.589355
11.000156, -1.597900
11.010157, -1.549194
11.020157, -1.019531
11.030157, -1.477295
11.040157, -1.457153
11.050158, -1.403931
11.060158, -1.899536
11.070158, -0.307251
11.080158, -0.803589
11.090158, -0.231934
11.100159, -0.727173
11.110159, -0.662842
11.120159, -0.639893
11.130159, -1.084717
11.140160, -1.570557
11.150160, -0.480469
11.160160, -0.975098
11.170160, -0.395508
11.180161, 0.133301
11.190161, -0.309570
11.200161, -0.802612
11.210161, -0.222290
11.220161, -0.196655
11.230162, -0.630371
11.240162, -0.102783
11.250162, 0.476074
11.260162, 0.492676
11.270163, 0.555420
11.280163, -0.451538
11.290163, 0.119995
11.300163, 0.131714
11.310163, 0.195068
11.320164, -0.296509
11.330164, 0.265137
11.340164, 0.276855
11.350164, 0.836304
11.360165, 0.337769
11.370165, -0.127808
11.380165, -0.117920
11.390165, -0.077515
11.400166, -0.063110
11.410166, 0.992554
11.420166, -0.018188
11.430166, 0.521240
11.440166, 1.040649
11.450167, 0.044434
11.460167, 0.561646
11.470167, 0.580322
11.480167, 0.584229
11.490168, -3.999878
11.500168, -4.506226
11.510168, -3.984985
11.520168, -3.982056
11.530169, -3.979980
11.540169, -4.489136
11.550169, -4.493164
11.560169, -3.983154
11.570169, -7.056519
11.580170, -7.057495
11.590170, -6.563599
11.600170, -7.077759
11.610170, -7.097412
11.620171, -7.612061
11.630171, -9.170776
11.640171, -9.177490
11.650171, -11.761475
11.660172, -12.280884
11.670172, -12.313599
11.680172, -12.323120
11.690172, -14.410889
11.700172, -15.447021
11.710173, -14.982056
11.720173, -15.501099
11.730173, -14.531982
11.740173, -13.521973
11.750174, -17.665771
11.760174, -17.678711
11.770174, -20.292603
11.780174, -20.825562
11.790174, -17.828369
11.800175, -20.400146
11.810175, -23.023071
11.820175, -24.061279
11.830175, -23.106934
11.840176, -23.635376
11.850176, -23.196655
11.860176, -23.213135
11.870176, -25.843018
11.880177, -25.877686
11.890177, -25.951416
11.900177, -26.991089
11.910177, -26.043823
11.920177, -28.617676
11.930178, -29.201782
11.940178, -28.197388
11.950178, -28.780640
11.960178, -28.806641
11.970179, -31.944458
11.980179, -29.416870
11.990179, -32.038940
12.000179, -31.544556
12.010180, -31.614868
12.020180, -31.120117
12.030180, -31.698486
12.040180, -31.201538
12.050180, -31.783569
12.060181, -32.318115
12.070181, -31.869629
12.080181, -31.884521
12.090181, -31.941772
12.100182, -32.975708
12.110182, -29.958252
12.120182, -31.502563
12.130182, -30.018677
12.140182, -29.517090
12.150183, -32.623169
12.160183, -32.640259
12.170183, -30.120117
12.180183, -30.637695
12.190184, -30.151733
12.200184, -27.090088
12.210184, -30.179199
12.220184, -27.116211
12.230185, -27.127686
12.240185, -27.640747
12.250185, -27.136475
12.260185, -27.646851
12.270185, -27.134521
12.280186, -24.575195
12.290186, -24.054810
12.300186, -24.562378
12.310186, -22.499512
12.320187, -22.492432
12.330187, -21.957031
12.340187, -21.941895
12.350187, -19.351929
12.360188, -19.852539
12.370188, -19.300049
12.380188, -19.290527
12.390188, -16.686035
12.400188, -16.674683
12.410189, -16.107788
12.420189, -16.605469
12.430189, -16.540527
12.440189, -14.464355
12.450190, -13.887817
12.460190, -11.826660
12.470190, -11.237427
12.480190, -10.708740
12.490191, -10.629150
12.500191, -11.121704
12.510191, -10.520874
12.520191, -8.455566
12.530191, -5.291992
12.540192, -5.770020
12.550192, -5.167358
12.560192, -5.654297
12.570192, -5.560791
12.580193, -5.537109
12.590193, -4.928345
12.600193, -5.414673
12.610193, -2.251099
12.620193, -3.237793
12.630194, -2.105225
12.640194, -2.080566
12.650194, -1.475220
12.660194, -1.962280
12.670195, -1.867065
12.680195, -2.354980
12.690195, -1.754150
12.700195, -1.731812
12.710196, -1.643188
